id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class,pageranks,componentnumber,strongcompnum,atp count,qual count,future count,comp color
8930,Luca Corinteli,,0,5,5,0.0,5.0,5.0,2,1.3162540327839612E-5,0,4511,0,0,5,blue
8931,Dorian Puric,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4512,0,0,1,purple
8932,Daniele Micolani,,0,6,6,0.0,6.0,6.0,5,1.3162540327839612E-5,0,4513,0,0,6,purple
8933,Gianluca Bolognino,,1,2,3,1.0,2.0,3.0,5,1.3787551564527936E-5,0,9,0,0,3,purple
8934,Aleksandr Malyshev,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4514,0,0,1,blue
8935,Mathieu Goven,,3,6,9,3.0,6.0,9.0,5,1.8304632716392347E-5,0,9,0,0,9,purple
8936,Johan Ljungdahl,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4515,0,0,1,brown
8937,Pierre Durali,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4516,0,0,2,purple
8938,Rodrigo Figueroa Vazquez,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4517,0,0,2,brown
8939,Michael Lai,,5,7,12,5.0,7.0,12.0,2,2.3406499747078185E-5,0,9,8,0,4,blue
8940,Markel Lorono Bilbao,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4518,0,0,1,green
8941,Christian Mohs,,0,6,6,0.0,6.0,6.0,5,1.3162540327839612E-5,0,4519,0,2,4,purple
8942,Alexey Tikhonov,,0,5,5,0.0,5.0,5.0,0,1.3162540327839612E-5,0,4520,0,1,4,dark green
8943,Tiberiu Dan Stan,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4521,0,0,2,dark green
8944,Antonio Hazouri,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4522,0,0,2,green
8945,Jesper Korsbaek Jensen,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4523,0,0,2,brown
8946,Stefan Enciu,,6,14,20,6.0,14.0,20.0,1,2.8867247766721012E-5,0,9,0,1,19,brown
8947,Boniek Ramon Ramirez Vega,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4524,0,0,1,blue
8948,Oybek Abdurahimov,,0,3,3,0.0,4.0,4.0,0,1.3162540327839612E-5,0,4525,0,0,4,dark green
8949,Eduardo Magadan Castro,,3,5,8,3.0,5.0,8.0,4,1.8127037766454505E-5,0,9,0,1,7,green
8950,Arman Danielyan,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4526,0,0,1,purple
8951,Masaki Komura,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4527,0,0,1,blue
8952,Lars Poerschke,,62,34,96,64.0,37.0,101.0,5,1.6647608671582295E-4,0,9,2,19,80,purple
8953,Sam Edwards,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4528,0,0,1,red
8954,Ivan Kobzar,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4529,0,0,2,dark green
8955,Hugo Israel Pacheco Soto,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4530,0,0,1,blue
8956,Geert Jan Van Dijken,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4531,0,1,0,red
8957,Bjorn Phau,,227,185,412,284.0,256.0,540.0,3,0.0010499402886469697,0,9,181,359,0,red
8958,Genius Chidzikwe,,16,10,26,17.0,12.0,29.0,4,6.234701855769916E-5,0,9,7,0,22,green
8959,Stefan Seifert,,158,100,258,187.0,112.0,299.0,5,4.947703310515388E-4,0,9,0,43,256,purple
8960,Ronak Manuja,,14,51,65,17.0,60.0,77.0,2,5.36054444271279E-5,0,9,0,1,76,blue
8961,Mathieu Rajaonah,,1,5,6,1.0,5.0,6.0,5,1.3851822407002997E-5,0,9,0,0,6,purple
8962,Aljoscha Thron,,19,28,47,19.0,33.0,52.0,1,5.0084306919806305E-5,0,9,2,6,44,brown
8963,Aditya Deswal,,1,6,7,1.0,6.0,7.0,2,1.5381961153568872E-5,0,9,0,0,7,blue
8964,Pierre Hugues Herbert,,179,130,309,201.0,158.0,359.0,3,5.991087930230218E-4,0,9,32,190,137,red
8965,Leonel Videla,,14,17,31,16.0,17.0,33.0,5,4.701822441672762E-5,0,9,0,0,33,purple
8966,Nelson Luis Barbosa Dos Santos,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4532,0,0,1,green
8967,Aaron Colas Sanchez,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4533,0,0,3,purple
8968,Javier Herrera Eguiluz,,16,38,54,16.0,42.0,58.0,4,3.551579761479839E-5,0,9,0,1,57,green
8969,Leonardo Biffi,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4534,0,0,3,purple
8970,Ega Uneputty,,1,5,6,1.0,5.0,6.0,2,1.418674913819245E-5,0,9,0,0,6,blue
8971,Filippo Borella,,16,33,49,16.0,37.0,53.0,5,4.305268530066545E-5,0,9,0,0,53,purple
8972,Yannis Baltogiannis,,0,16,16,0.0,16.0,16.0,5,1.3162540327839612E-5,0,4536,0,0,16,purple
8973,Mathieu Monleau,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4537,0,0,1,brown
8974,Vladyslav Manafov,,111,73,184,127.0,82.0,209.0,0,2.4422529202578326E-4,0,9,3,0,206,dark green
8975,Thanarath Pongsathien,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4538,0,0,1,blue
8976,Joao Ferreira,,1,4,5,1.0,4.0,5.0,1,1.3820667370894497E-5,0,2499,0,1,4,brown
8977,Edgar Hernandez Perez,,9,26,35,9.0,30.0,39.0,4,3.3242498475927484E-5,0,9,6,0,33,green
8978,Ander De Lorenzo Aracama,,1,5,6,1.0,5.0,6.0,5,1.424979289194904E-5,0,9,0,0,6,purple
8979,Josip Smoljan,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4539,0,0,1,blue
8980,Patxy Suarez Galinanes,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4540,0,0,1,brown
8981,Gilles Kremer,,7,21,28,7.0,21.0,28.0,3,2.8596441010615588E-5,0,9,15,2,11,red
8982,Pascal Benz,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,4541,0,1,2,dark green
8983,Alejo Apud,,1,10,11,1.0,10.0,11.0,4,1.3971405166302639E-5,0,9,0,2,9,green
8984,Yutaro Masuo,,1,2,3,1.0,2.0,3.0,2,1.4211945194689696E-5,0,9,0,0,3,blue
8985,Ricardo Mello,,162,144,306,239.0,187.0,426.0,3,8.705508511839223E-4,0,9,121,305,0,red
8986,Matteo Romano,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4542,0,0,1,purple
8987,Abissoubie Batazi,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4543,0,0,2,brown
8988,David Gorsic,,3,3,6,3.0,3.0,6.0,5,1.8314418223897474E-5,0,9,0,0,6,purple
8989,Pavel Shchaya Zubrov,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,4544,0,1,2,dark green
8990,Tuomas Ketola,,8,12,20,8.0,12.0,20.0,3,3.5215418766416584E-5,0,9,5,15,0,red
8991,Paolo Naldi,,1,7,8,1.0,9.0,10.0,5,1.424141819658492E-5,0,9,0,0,10,purple
8992,Gavin Van Peperzeel,,130,81,211,148.0,102.0,250.0,2,3.0267460690469833E-4,0,9,0,21,229,blue
8993,Vedran Begovic,,1,9,10,1.0,10.0,11.0,5,1.4520400128786129E-5,0,9,0,0,11,purple
8994,German Sciacca,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4545,0,0,2,green
8995,Pablo Cabrero Nava,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4546,0,0,1,brown
8996,Daniel Cottier,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4547,0,1,0,brown
8997,Gregorio Lulli,,1,4,5,1.0,4.0,5.0,5,1.4278025198454324E-5,0,9,0,0,5,purple
8998,Okechukw Micheal,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4548,0,0,1,purple
8999,Hendrik Bertrams,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4549,0,0,1,purple
9000,Marc Powers,,0,2,2,0.0,2.0,2.0,3,1.3162540327839612E-5,0,4550,0,2,0,red
9001,Ludovico Scerrati,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4551,0,0,1,purple
9002,Hubert Hurkacz,,15,11,26,15.0,11.0,26.0,5,4.8658941646348936E-5,0,9,0,4,22,purple
9003,Tai Wei Liu,,21,33,54,23.0,37.0,60.0,2,5.644514162050465E-5,0,9,1,0,59,blue
9004,Alexander Boborykin,,11,15,26,11.0,15.0,26.0,0,3.8679001282515076E-5,0,9,0,0,26,dark green
9005,Olivier Mutis,,7,14,21,7.0,15.0,22.0,3,3.6547549310498646E-5,0,9,3,14,5,red
9006,Gonzalo Garcia Cuenca Rguez,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4552,0,0,1,purple
9007,Thai Son Kwiatkowski,,8,18,26,8.0,19.0,27.0,2,3.261755424569741E-5,0,9,0,1,26,blue
9008,Rafael Ferreira,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4553,0,0,1,green
9009,Nicolai Horgen,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4554,0,0,2,brown
9010,Joao Pedro Sorgi,,100,85,185,117.0,118.0,235.0,4,2.833481960980587E-4,0,9,0,20,215,green
9011,Hugo Dellien,,117,74,191,135.0,97.0,232.0,4,3.0347120328078205E-4,0,9,12,50,170,green
9012,Mele Bizimana,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4555,0,0,1,brown
9013,Aaron Bishop,,1,2,3,1.0,2.0,3.0,1,1.4376360481842186E-5,0,9,0,0,3,brown
9014,Davide Cannone,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4556,0,0,1,purple
9015,Mehrdad Shahidipour,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4557,0,0,1,blue
9016,Sirawit Yumuang,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4558,0,0,2,blue
9017,Miguel Grifol,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4559,0,0,2,purple
9018,Jordi Mas De Ugarte,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4560,0,0,2,blue
9019,Jesus Bandres,,25,36,61,28.0,44.0,72.0,4,7.60322897881344E-5,0,9,2,0,70,green
9020,Varun Walia,,0,11,11,0.0,11.0,11.0,2,1.3162540327839612E-5,0,4561,0,0,11,blue
9021,Max De Vroome,,5,16,21,5.0,17.0,22.0,2,2.4441908992941436E-5,0,9,0,1,21,blue
9022,Artem Petushkov,,1,3,4,1.0,3.0,4.0,4,1.6002142187062566E-5,0,9,0,0,4,green
9023,Branimir Bozic,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4562,0,0,1,blue
9024,Martin Cuevas,,109,91,200,133.0,135.0,268.0,4,2.8537591881661105E-4,0,9,13,24,231,green
9025,Jordi Marse Vidri,,102,92,194,105.0,117.0,222.0,1,2.58650222122063E-4,0,9,0,1,221,brown
9026,Simone Todaro,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4563,0,0,1,purple
9027,Kei Ezaka,,1,2,3,1.0,2.0,3.0,5,1.6138963139044254E-5,0,9,0,0,3,purple
9028,Calvin Charles Canlas,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4564,0,0,1,blue
9029,Luiz Fernando Faria,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4565,0,0,1,green
9030,Benedikt Stronk,,14,19,33,14.0,21.0,35.0,1,5.1837070762775724E-5,0,9,0,0,35,brown
9031,Sumeet Shinde,,1,4,5,1.0,4.0,5.0,2,1.4618896733037402E-5,0,9,0,0,5,blue
9032,Harrison Keyser,,4,22,26,4.0,22.0,26.0,1,1.7958146960259022E-5,0,9,0,0,26,brown
9033,Hugo Voljacques,,8,16,24,8.0,16.0,24.0,5,4.5881426216462124E-5,0,9,0,0,24,purple
9034,Habib Triki,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4566,0,0,2,green
9035,Alexander Hartman,,20,16,36,20.0,17.0,37.0,1,7.334392878125262E-5,0,9,0,5,32,brown
9036,Mehdi Birouk,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4567,0,0,2,brown
9037,Edoardo Sardella,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4568,0,0,1,dark green
9038,G Jones,,2,8,10,2.0,8.0,10.0,3,1.9341971282524888E-5,0,9,2,8,0,red
9039,Luis Faria,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4569,0,0,1,purple
9040,Eugenio Romero,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4570,0,0,2,green
9041,Tinotenda Chanakira,,5,60,65,5.0,62.0,67.0,5,5.096919689947533E-5,0,2179,0,1,66,purple
9042,Oscar Ortega Castello,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4571,0,0,1,brown
9043,Djanibek Orazoliev,,1,5,6,1.0,5.0,6.0,0,1.475417280439014E-5,0,9,0,1,5,dark green
9044,Ruben Bemelmans,,284,184,468,353.0,240.0,593.0,3,0.0011486317919656497,0,9,48,401,144,red
9045,Nadin Teofil Indre,,0,7,7,0.0,7.0,7.0,0,1.3162540327839612E-5,0,4572,0,0,7,dark green
9046,Marco Pantalone,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4573,0,0,2,green
9047,Athanasios Stergiou,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4574,0,0,2,purple
9048,Theo Fournerie,,61,58,119,63.0,62.0,125.0,5,1.6070473038639238E-4,0,9,0,1,124,purple
9049,Adrien Puget,,42,27,69,44.0,30.0,74.0,5,1.1141175731584657E-4,0,9,0,0,74,purple
9050,Wojciech Lutkowski,,5,17,22,5.0,17.0,22.0,5,2.5881246415396234E-5,0,9,0,1,21,purple
9051,Claudio Alvarado,,1,4,5,1.0,4.0,5.0,4,1.4892050816976716E-5,0,9,0,0,5,green
9052,Chang Hoon Lee,,1,5,6,1.0,5.0,6.0,0,1.4319771413640546E-5,0,9,0,0,6,dark green
9053,Colin Wei Ming Wong,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4575,0,1,0,blue
9054,Chas Okamoto,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4576,0,0,1,blue
9055,Andy Lau,,1,8,9,1.0,8.0,9.0,2,1.4541442012411856E-5,0,9,0,0,9,blue
9056,Dumiso Khumalo,,1,1,2,1.0,1.0,2.0,4,1.4376328542457548E-5,0,2314,0,0,2,green
9057,Oriol March Ledesma,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4577,0,0,2,brown
9058,Ethan Scobie,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4578,0,0,1,blue
9059,Jorge Varon,,2,8,10,2.0,10.0,12.0,4,1.5201073397505456E-5,0,9,0,0,12,green
9060,Roberto Livi,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4579,0,1,0,red
9061,Ludovico Cestarollo,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4580,0,0,1,purple
9062,John Carver,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4581,0,1,0,red
9063,Roberto Cid,,25,32,57,26.0,41.0,67.0,4,7.232835423214639E-5,0,9,7,0,60,green
9064,Sebastian Penaloza,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,4582,0,0,4,green
9065,Eduard Stefan Pitian,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,4583,0,0,3,dark green
9066,Tomislav Peric,,19,17,36,20.0,17.0,37.0,1,6.516837156764647E-5,0,9,1,13,23,brown
9067,Adrian Menendez Maceiras,,278,210,488,361.0,290.0,651.0,3,0.0011297535812031668,0,9,8,414,229,red
9068,William Kirkman,,1,3,4,1.0,3.0,4.0,4,1.8756620193806137E-5,0,4224,1,0,3,green
9069,Daniel Kosakowski,,82,64,146,91.0,74.0,165.0,2,2.882029341209038E-4,0,9,3,89,73,blue
9070,Kirill Sirin,,0,3,3,0.0,3.0,3.0,1,1.3162540327839612E-5,0,4584,0,0,3,brown
9071,Alexandros Jakupovic,,211,173,384,242.0,201.0,443.0,5,4.995561818347161E-4,0,9,14,18,411,purple
9072,Hao Zhu,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4585,0,0,1,purple
9073,Motoaki Kita,,1,12,13,1.0,13.0,14.0,2,1.3798969441108321E-5,0,9,0,0,14,blue
9074,Vijayant Malik,,91,75,166,126.0,104.0,230.0,2,2.2850463838701508E-4,0,9,2,6,222,blue
9075,Jack Murray,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4586,0,0,1,brown
9076,Casper Ruud,,6,11,17,7.0,11.0,18.0,1,2.4665623196816866E-5,0,9,0,0,18,brown
9077,Nik Razborsek,,58,53,111,66.0,59.0,125.0,5,1.6425407945483073E-4,0,9,3,1,121,purple
9078,Adrian Obert,,13,24,37,14.0,27.0,41.0,5,5.210408318911641E-5,0,9,0,1,40,purple
9079,Louis Ingram,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4587,0,0,1,blue
9080,Max Stevens,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4588,0,0,1,green
9081,Andrey Veykut,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4589,0,0,2,dark green
9082,Patrick Mckee,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4590,0,0,2,blue
9083,Bruno Echagaray,,116,86,202,133.0,103.0,236.0,3,4.450610955704075E-4,0,9,10,136,90,red
9084,Diego Burger Araujo Santos,,0,4,4,0.0,4.0,4.0,5,1.3162540327839612E-5,0,4591,0,0,4,purple
9085,Steven Goh,,26,56,82,28.0,68.0,96.0,2,7.87444350702675E-5,0,9,0,2,94,blue
9086,Mariano Razzeto,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,4592,0,0,2,green
9087,Janvier Mugwaneza,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4594,0,0,2,brown
9088,Mico Santiago,,51,63,114,54.0,72.0,126.0,2,1.5673887200001895E-4,0,9,0,1,125,blue
9089,Yannick Martell Beuzit,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4595,0,0,3,purple
9090,Daniel Ceross,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4596,0,0,1,purple
9091,Philip Orno,,11,34,45,11.0,36.0,47.0,1,3.2849449289439654E-5,0,9,0,0,47,brown
9092,Raphael Jannel,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4597,0,0,2,blue
9093,Pavel Vizner,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4598,1,0,0,red
9094,Joshua Page,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4599,0,0,2,brown
9095,David Corrie,,12,19,31,13.0,23.0,36.0,1,4.489610496692219E-5,0,9,0,0,36,brown
9096,Chris Cooprider,,10,13,23,10.0,14.0,24.0,5,3.076562775034745E-5,0,9,0,0,24,purple
9097,Cristian Paiz,,56,73,129,57.0,89.0,146.0,4,1.4136230192216513E-4,0,9,5,0,141,green
9098,Mihail Angelov,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4600,0,0,1,purple
9099,Matthieu Vierin,,11,51,62,11.0,56.0,67.0,5,2.9345419997613807E-5,0,9,0,1,66,purple
9100,Aisam Ul Haq Qureshi,,123,101,224,141.0,110.0,251.0,3,4.2824262312627254E-4,0,9,42,142,67,red
9101,Masakatsu Noguchi,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4601,0,0,1,blue
9102,Young Deok Cho,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,4602,0,0,2,blue
9103,Yasuhito Kudo,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4603,0,0,1,blue
9104,Chris Brandi,,2,1,3,2.0,1.0,3.0,2,2.7666794773996526E-5,0,9,3,0,0,blue
9105,Ante Andric,,1,3,4,1.0,3.0,4.0,5,1.5016816360100591E-5,0,9,0,0,4,purple
9106,Singekrawee Wattanakul,,14,21,35,14.0,26.0,40.0,2,4.1158762141743766E-5,0,9,0,5,35,blue
9107,Andre Straka,,1,6,7,1.0,6.0,7.0,5,1.4296196018486595E-5,0,9,0,0,7,purple
9108,Salih Unsal,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,4604,0,0,1,green
9109,Frank Wintermantel,,47,60,107,49.0,64.0,113.0,5,1.2000673000040153E-4,0,9,0,4,109,purple
9110,Gianluca Naso,,232,180,412,289.0,255.0,544.0,3,8.041386796513123E-4,0,9,14,333,197,red
9111,Lennart Maack,,1,4,5,1.0,4.0,5.0,4,1.540017227422622E-5,0,1684,0,0,5,green
9112,Anze Kapun,,1,5,6,1.0,5.0,6.0,5,1.557127961469265E-5,0,9,0,0,6,purple
9113,Abdul Kareem Abdul Nabi,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4606,0,0,2,brown
9114,Alberto Torchia,,1,1,2,1.0,1.0,2.0,4,1.5017843978169087E-5,0,9,0,0,2,green
9115,Davy Sum,,44,46,90,44.0,52.0,96.0,5,8.659109806762997E-5,0,9,0,0,96,purple
9116,Ruslan Bekoev,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4607,0,1,0,red
9117,Igor Pavlov,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,4608,0,1,1,dark green
9118,Gonzalo Achondo,,1,6,7,1.0,6.0,7.0,4,1.6506486233437646E-5,0,9,0,0,7,green
9119,Luca Serena,,2,14,16,2.0,14.0,16.0,5,1.762242411172536E-5,0,9,0,0,16,purple
9120,Orlando Luz,,28,23,51,29.0,25.0,54.0,4,7.95687239715182E-5,0,9,0,11,43,green
9121,Ryan Haviland,,14,16,30,15.0,18.0,33.0,2,7.209102801139E-5,0,9,0,10,23,blue
9122,Enrico Dalla Valle,,7,12,19,7.0,13.0,20.0,5,3.2380645668405275E-5,0,9,0,0,20,purple
9123,Gabriel Donev,,1,7,8,1.0,8.0,9.0,5,1.6891926905150627E-5,0,4609,0,0,9,purple
9124,Rodrigo Alvarez,,1,3,4,1.0,3.0,4.0,4,1.554361028850003E-5,0,32,0,0,4,green
9125,Jurgen De Jager,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4610,0,0,1,purple
9126,Francis Tiafoe,,39,29,68,49.0,32.0,81.0,2,1.5476212150951298E-4,0,9,7,40,34,blue
9127,Angelo Niculescu,,16,14,30,16.0,15.0,31.0,0,6.136950157208714E-5,0,9,0,0,31,dark green
9128,Ran Guo,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4611,0,0,1,blue
9129,Safak Saral,,0,4,4,0.0,4.0,4.0,0,1.3162540327839612E-5,0,4612,0,0,4,dark green
9130,Richard Becker,,94,79,173,100.0,86.0,186.0,5,2.5385003155490985E-4,0,9,0,46,140,purple
9131,Dae Yang Kweon,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4613,0,0,1,blue
9132,Mensan Kossi Akli,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4614,0,0,1,brown
9133,Matias Del Rio,,1,3,4,1.0,3.0,4.0,4,2.435070005977266E-5,0,1152,0,0,4,green
9134,Ege Erdurak,,0,5,5,0.0,5.0,5.0,4,1.3162540327839612E-5,0,4615,0,0,5,green
9135,Amel Bisevac,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,4616,0,0,1,brown
9136,Stijn Kits,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4617,0,0,1,purple
9137,Lionel Mansour,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,4618,0,1,0,red
9138,Wojciech Gawlak,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4619,0,0,2,purple
9139,Adil Shamasdin,,26,35,61,27.0,38.0,65.0,4,7.638944824296593E-5,0,9,0,2,63,green
9140,Jack Sock,,130,89,219,164.0,120.0,284.0,3,6.634487841853249E-4,0,9,139,97,48,red
9141,Edan Leshem,,26,26,52,31.0,33.0,64.0,0,6.951173786276135E-5,0,9,1,0,63,dark green
9142,Lukas Moenter,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4620,0,0,1,blue
9143,Frederico Ferreira Silva,,125,77,202,150.0,86.0,236.0,5,3.3887766379253625E-4,0,9,5,26,205,purple
9144,Daniel Eger,,2,7,9,2.0,7.0,9.0,5,1.624788733380563E-5,0,9,0,1,8,purple
9145,Robert Coman,,63,84,147,76.0,100.0,176.0,0,1.7222513774026212E-4,0,9,0,7,169,dark green
9146,Jaak Poldma,,21,17,38,21.0,17.0,38.0,1,5.771159987911176E-5,0,9,9,0,29,brown
9147,Rishab Agarwal,,11,10,21,12.0,10.0,22.0,2,4.5476589257128385E-5,0,9,0,0,22,blue
9148,Adam Lownsbrough,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,4621,0,1,2,purple
9149,Khumoun Abdumalikov,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,4622,0,0,1,dark green
9150,William Jamphier Melano Granados,,2,4,6,2.0,4.0,6.0,4,2.0713848816239067E-5,0,9,0,0,6,green
9151,Alexey Nikiforov,,3,10,13,3.0,12.0,15.0,0,2.7909128023507248E-5,0,9,0,0,15,dark green
9152,Aryan Goveas,,2,5,7,2.0,5.0,7.0,2,1.941400155580503E-5,0,9,0,1,6,blue
9153,Victor Carvalho Melo,,4,13,17,4.0,14.0,18.0,4,2.4805048319099448E-5,0,9,0,0,18,green
9154,Antoni Orlinski,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,4623,0,0,2,purple
9155,Bruno Savi,,3,8,11,4.0,8.0,12.0,4,2.2137441325460583E-5,0,9,0,0,12,green
9156,Vadym Ursu,,17,34,51,17.0,37.0,54.0,5,4.968306789471462E-5,0,9,0,1,53,purple
9157,Gabor Csonka,,3,7,10,3.0,7.0,10.0,2,1.9042033713797438E-5,0,9,0,0,10,blue
9158,Matteo Herrmann Zunic,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,4624,0,0,1,purple
9159,Shin Kamiya,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,4625,0,0,2,brown
9160,Abduvoris Saitmukhamedov,,1,6,7,1.0,6.0,7.0,0,1.4781579037005741E-5,0,9,0,0,7,dark green
9161,Eric Sock,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,4626,0,3,0,blue
9162,Jesus Francisco Felix,,3,12,15,3.0,12.0,15.0,4,3.36741665030502E-5,0,667,5,1,9,green
9163,Kazuma Nishio,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,4627,0,0,1,blue
9164,Jeff Dadamo,,66,55,121,74.0,62.0,136.0,2,2.0241406929352967E-4,0,9,0,18,118,blue
